X [s],R BICEPS BRACHII 1: EMG 1->Subset [Volts],R FLEXOR CARPI RADIALIS 2: EMG 2->Subset [Volts],R EXTENSOR CARPI RADIALIS 3: EMG 3->Subset [Volts]
1.847942308,-9.90E-06,5.52E-05,7.39E-06
1.848461538,-1.02E-05,0.000120684,1.06E-05
1.848980769,-8.22E-06,0.000153246,7.22E-06
1.8495,-1.26E-05,0.000101884,-4.70E-06
1.850019231,-1.12E-05,-3.52E-06,-2.03E-05
1.850538462,-1.24E-05,-0.000115984,-3.21E-05
1.851057692,-1.16E-05,-0.000171374,-2.99E-05
1.851576923,-7.89E-06,-0.000173892,-7.55E-06
1.852096154,-4.87E-06,3.56E-05,-8.39E-07
1.852615385,-5.54E-06,0.00020763,1.85E-06
1.853134615,-1.01E-06,0.00049398,3.86E-06
1.853653846,-1.68E-07,0.00061886,7.55E-06
1.854173077,1.51E-06,0.000140154,4.20E-06
1.854692308,5.04E-07,-0.000638331,3.86E-06
1.855211538,-1.17E-06,-0.000593347,4.20E-06
1.855730769,1.68E-07,-0.000234653,8.22E-06
1.85625,-1.68E-06,-5.19E-05,2.85E-06
1.856769231,-8.39E-07,6.13E-05,-7.55E-06
1.857288462,-3.19E-06,7.59E-05,-1.06E-05
1.857807692,-4.36E-06,0.000104067,-1.06E-05
1.858326923,-6.38E-06,2.43E-05,-1.70E-05
1.858846154,-7.22E-06,-6.80E-05,-2.65E-05
1.859365385,-6.21E-06,-8.46E-05,-3.74E-05
1.859884615,-7.89E-06,-0.000208804,-4.45E-05
1.860403846,-9.06E-06,-0.000276783,-4.06E-05
1.860923077,-5.20E-06,-0.000217197,-3.78E-05
1.861442308,-9.57E-06,-0.000180941,-4.16E-05
1.861961538,-6.71E-07,-0.000180102,-3.94E-05
1.862480769,-4.70E-06,-0.000141497,-3.58E-05
1.863,-3.02E-06,-0.000104906,-3.21E-05
1.863519231,-6.21E-06,-7.70E-05,-2.70E-05
1.864038462,-5.20E-06,-8.81E-05,-2.30E-05
1.864557692,8.39E-07,-0.000114641,-2.30E-05
1.865076923,3.86E-06,-0.000132097,-1.83E-05
1.865596154,-5.04E-07,-0.000188663,-1.49E-05
1.866115385,-2.18E-06,-0.00015996,-1.23E-05
1.866634615,-1.68E-06,-8.56E-06,-1.29E-05
1.867153846,8.39E-07,0.000222065,-1.76E-05
1.867673077,-1.68E-06,0.000374136,-1.49E-05
1.868192308,-5.20E-06,0.000159625,-2.45E-05
1.868711538,-9.40E-06,-0.000251606,-3.84E-05
1.869230769,-1.12E-05,-0.000210147,-4.52E-05
1.86975,-1.01E-05,-0.000268894,-3.83E-05
1.870269231,-9.90E-06,-0.000306157,-2.89E-05
1.870788462,-9.23E-06,-0.000232471,-1.28E-05
1.871307692,-1.06E-05,-8.48E-05,-3.02E-06
1.871826923,-7.55E-06,5.82E-05,8.56E-06
1.872346154,-7.55E-06,9.25E-05,1.46E-05
1.872865385,-8.90E-06,7.17E-05,1.21E-05
1.873384615,-9.57E-06,4.63E-05,1.38E-05
1.873903846,-9.06E-06,3.47E-05,8.90E-06
1.874423077,-5.20E-06,3.00E-05,-6.88E-06
1.874942308,-1.16E-05,1.59E-05,-2.33E-05
1.875461538,-8.56E-06,2.22E-05,-3.44E-05
1.875980769,-7.89E-06,6.56E-05,-3.83E-05
1.8765,-4.53E-06,9.62E-05,-4.52E-05
1.877019231,-2.18E-06,0.000153582,-4.85E-05
1.877538462,-1.17E-06,0.000122026,-4.38E-05
1.878057692,-3.52E-06,7.08E-05,-3.91E-05
1.878576923,-2.52E-06,4.60E-05,-2.97E-05
1.879096154,-4.20E-06,3.07E-05,-2.70E-05
1.879615385,-1.51E-06,7.89E-06,-2.33E-05
1.880134615,-2.18E-06,-8.11E-05,-2.37E-05
1.880653846,-5.54E-06,-0.000151904,-2.17E-05
1.881173077,-5.20E-06,-6.19E-05,-2.23E-05
1.881692308,-8.22E-06,1.68E-07,-1.78E-05
1.882211538,-7.55E-06,-2.08E-05,-1.56E-05
1.882730769,-9.06E-06,-9.27E-05,-1.95E-05
1.88325,-9.23E-06,-0.0001514,-1.53E-05
1.883769231,-8.39E-07,-0.000164324,-9.57E-06
1.884288462,-5.04E-07,-8.01E-05,-9.74E-06
1.884807692,1.17E-06,3.21E-05,-1.23E-05
1.885326923,1.17E-06,9.80E-05,-1.46E-05
1.885846154,-1.85E-06,8.69E-05,-1.36E-05
1.886365385,-2.85E-06,5.61E-05,-1.11E-05
1.886884615,-2.35E-06,2.43E-05,-7.89E-06
1.887403846,-7.55E-06,2.37E-05,-1.26E-05
1.887923077,-8.22E-06,8.73E-06,-1.23E-05
1.888442308,-9.06E-06,-7.00E-05,-9.90E-06
1.888961538,-4.20E-06,-9.80E-05,-4.20E-06
1.889480769,-5.54E-06,-2.57E-05,-2.35E-06
1.89,-5.04E-06,2.64E-05,-5.87E-06
1.890519231,-2.85E-06,5.69E-05,-9.57E-06
1.891038462,-3.19E-06,4.60E-05,-1.23E-05
1.891557692,-7.89E-06,-5.09E-05,-1.39E-05
1.892076923,-2.35E-06,-0.00010927,-1.38E-05
1.892596154,-2.52E-06,-0.000103899,-5.87E-06
1.893115385,1.85E-06,-7.75E-05,5.20E-06
1.893634615,5.20E-06,-2.52E-05,1.63E-05
1.894153846,2.18E-06,-2.10E-05,1.59E-05
1.894673077,-1.17E-06,-3.31E-05,1.21E-05
1.895192308,-3.36E-07,-3.02E-05,3.69E-06
1.895711538,-2.18E-06,-1.02E-05,-6.04E-06
1.896230769,-2.85E-06,2.18E-06,-8.22E-06
1.89675,-1.17E-06,1.73E-05,-6.04E-06
1.897269231,-2.18E-06,3.54E-05,-3.86E-06
1.897788462,-2.18E-06,6.29E-05,3.36E-07
1.898307692,-5.54E-06,0.000108263,5.04E-07
1.898826923,-3.02E-06,6.11E-05,-7.22E-06
1.899346154,-4.20E-06,5.84E-05,-1.31E-05
1.899865385,-1.68E-07,5.42E-05,-1.43E-05
1.900384615,-2.85E-06,5.64E-05,-2.65E-05
1.900903846,-3.19E-06,2.77E-05,-4.11E-05
1.901423077,-1.51E-06,-3.84E-05,-3.84E-05
1.901942308,5.20E-06,-5.25E-05,-3.66E-05
1.902461538,1.17E-06,1.41E-05,-4.48E-05
1.902980769,-3.52E-06,3.81E-05,-4.58E-05
1.9035,-7.22E-06,5.49E-05,-3.84E-05
1.904019231,-1.16E-05,4.77E-05,-2.64E-05
1.904538462,-1.54E-05,-6.88E-06,-2.17E-05
1.905057692,-9.23E-06,-3.79E-05,-1.85E-05
1.905576923,-6.88E-06,-4.82E-05,-9.23E-06
1.906096154,-6.04E-06,-6.21E-05,-5.54E-06
1.906615385,-5.87E-06,-7.47E-05,-3.36E-06
1.907134615,-4.36E-06,-4.11E-05,-2.85E-06
1.907653846,-1.51E-06,-1.29E-05,-9.06E-06
1.908173077,-3.86E-06,1.51E-05,-1.29E-05
1.908692308,-2.52E-06,1.88E-05,-1.56E-05
1.909211538,-3.02E-06,1.68E-07,-2.40E-05
1.909730769,-8.22E-06,-9.03E-05,-2.47E-05
1.91025,-5.20E-06,-0.000111788,-2.35E-05
1.910769231,-3.86E-06,-2.64E-05,-1.68E-05
1.911288462,-6.55E-06,0.000143511,-1.70E-05
1.911807692,-3.69E-06,0.000256306,-1.71E-05
1.912326923,-4.53E-06,0.000239017,-1.41E-05
1.912846154,-3.69E-06,0.000171374,-1.70E-05
1.913365385,-2.85E-06,0.000120684,-2.20E-05
1.913884615,-3.52E-06,6.60E-05,-2.11E-05
1.914403846,-2.85E-06,-3.94E-05,-2.13E-05
1.914923077,6.71E-07,-0.000158953,-2.64E-05
1.915442308,5.71E-06,-0.000130251,-1.80E-05
1.915961538,3.02E-06,-5.71E-06,-9.06E-06
1.916480769,3.52E-06,3.74E-05,4.03E-06
1.917,5.04E-07,4.41E-05,1.23E-05
1.917519231,-5.87E-06,7.22E-05,8.06E-06
1.918038462,-5.54E-06,8.36E-05,5.04E-07
1.918557692,-5.54E-06,-2.58E-05,-8.90E-06
1.919076923,-7.05E-06,-0.000167681,-1.93E-05
1.919596154,-4.20E-06,-0.000230457,-1.31E-05
1.920115385,-2.52E-06,-0.000148043,-2.18E-06
1.920634615,-1.68E-07,-3.02E-05,1.17E-06
1.921153846,-2.35E-06,-1.26E-05,9.90E-06
1.921673077,-1.68E-07,-2.38E-05,7.72E-06
1.922192308,2.35E-06,-7.27E-05,1.34E-06
1.922711538,-2.35E-06,-9.82E-05,-7.55E-06
1.923230769,8.39E-07,-7.50E-05,-2.00E-05
1.92375,-6.21E-06,-4.23E-05,-2.64E-05
1.924269231,-3.02E-06,-1.04E-05,-2.77E-05
1.924788462,-2.52E-06,-8.21E-05,-1.78E-05
1.925307692,-4.53E-06,-0.00018883,-8.22E-06
1.925826923,-5.54E-06,-0.000122362,-1.85E-06
1.926346154,-1.68E-06,2.32E-05,1.17E-06
1.926865385,-3.52E-06,6.97E-05,-6.21E-06
1.927384615,-4.20E-06,8.38E-05,-1.29E-05
1.927903846,-1.85E-06,9.15E-05,-1.36E-05
1.928423077,-2.85E-06,9.03E-05,-1.38E-05
1.928942308,-2.18E-06,4.87E-05,-1.73E-05
1.929461538,-3.86E-06,-0.000162814,-1.56E-05
1.929980769,-7.55E-06,-0.000118669,-1.96E-05
1.9305,-7.05E-06,8.33E-05,-2.13E-05
1.931019231,-6.21E-06,8.07E-05,-1.56E-05
1.931538462,-7.55E-06,-4.80E-05,-1.43E-05
1.932057692,-5.71E-06,-0.000182956,-1.34E-05
1.932576923,-4.36E-06,-0.000178424,-7.89E-06
1.933096154,-1.68E-06,-0.000117662,-5.71E-06
1.933615385,-3.52E-06,-8.44E-05,-8.56E-06
1.934134615,-4.20E-06,-5.81E-05,-2.48E-05
1.934653846,-4.36E-06,-9.08E-05,-3.84E-05
1.935173077,-8.22E-06,-8.27E-05,-4.31E-05
1.935692308,-5.87E-06,-6.36E-05,-4.05E-05
1.936211538,-7.05E-06,-3.12E-05,-2.64E-05
1.936730769,-8.22E-06,-7.50E-05,-1.88E-05
1.93725,-6.88E-06,-0.000176074,-1.56E-05
1.937769231,-2.85E-06,-0.0002271,-2.30E-05
1.938288462,-9.57E-06,-0.000168017,-2.50E-05
1.938807692,-5.87E-06,-0.00017322,-1.70E-05
1.939326923,-4.87E-06,-0.00013344,-1.02E-05
1.939846154,-3.86E-06,-1.29E-05,1.85E-06
1.940365385,-7.55E-06,0.00031136,5.04E-06
1.940884615,-6.88E-06,0.000575219,1.39E-05
1.941403846,-9.90E-06,0.000154589,7.89E-06
1.941923077,-3.02E-06,-0.000163989,-4.20E-06
1.942442308,-5.20E-06,0.000152911,-1.56E-05
1.942961538,-6.21E-06,0.00010222,-1.90E-05
1.943480769,-7.22E-06,3.19E-06,-1.56E-05
1.944,-1.29E-05,-5.10E-05,-1.96E-05
1.944519231,-9.23E-06,-5.20E-06,-2.38E-05
1.945038462,-1.16E-05,-1.17E-05,-2.20E-05
1.945557692,-7.89E-06,-8.09E-05,-1.76E-05
1.946076923,-5.20E-06,-9.84E-05,-1.43E-05
1.946596154,-2.01E-06,-0.000106584,-2.52E-06
1.947115385,-2.18E-06,-9.42E-05,1.17E-06
1.947634615,-1.68E-07,-7.27E-05,-1.24E-05
1.948153846,-1.85E-06,-7.34E-05,-2.90E-05
1.948673077,-6.88E-06,-7.82E-05,-3.24E-05
1.949192308,-3.86E-06,-4.08E-05,-3.04E-05
1.949711538,-5.71E-06,4.18E-05,-2.79E-05
1.950230769,-1.01E-06,0.000117998,-3.12E-05
1.95075,-5.20E-06,0.000149554,-3.81E-05
1.951269231,-7.22E-06,0.000159121,-3.98E-05
1.951788462,-6.88E-06,5.29E-05,-2.97E-05
1.952307692,-8.06E-06,-0.000252277,-1.31E-05
1.952826923,-6.21E-06,-0.000210315,6.55E-06
1.953346154,-3.52E-06,2.74E-05,6.88E-06
1.953865385,1.85E-06,0.000216526,-2.18E-06
1.954384615,-3.19E-06,0.000204944,-1.78E-05
1.954903846,-7.05E-06,-2.69E-05,-1.90E-05
1.955423077,-4.36E-06,-0.000173053,-1.58E-05
1.955942308,-8.39E-06,-0.000116991,-1.78E-05
1.956461538,-3.19E-06,-0.000103563,-2.23E-05
1.956980769,1.68E-07,-0.00027628,-3.11E-05
1.9575,3.19E-06,-0.000169024,-2.48E-05
1.958019231,3.86E-06,-4.82E-05,-1.76E-05
1.958538462,-2.35E-06,4.70E-06,-2.05E-05
1.959057692,-2.85E-06,4.78E-05,-2.23E-05
1.959576923,-6.88E-06,2.18E-05,-2.92E-05
1.960096154,-6.88E-06,-3.36E-07,-3.17E-05
1.960615385,-3.19E-06,2.43E-05,-3.51E-05
1.961134615,-3.19E-06,6.48E-05,-3.39E-05
1.961653846,-2.52E-06,9.11E-05,-3.39E-05
1.962173077,-3.19E-06,0.000100877,-3.07E-05
1.962692308,-2.85E-06,9.58E-05,-1.95E-05
1.963211538,-4.87E-06,7.75E-05,-1.43E-05
1.963730769,-5.87E-06,6.87E-05,-9.23E-06
1.96425,-4.53E-06,1.73E-05,-4.87E-06
1.964769231,-2.69E-06,-9.94E-05,-1.17E-06
1.965288462,-3.19E-06,-0.000112123,-3.02E-06
1.965807692,2.52E-06,-6.70E-05,-4.36E-06
1.966326923,-2.35E-06,8.56E-06,-3.02E-06
1.966846154,-4.53E-06,0.000135958,1.17E-06
1.967365385,-6.55E-06,9.00E-05,-3.19E-06
1.967884615,-7.22E-06,-8.93E-05,-9.57E-06
1.968403846,-5.71E-06,-0.00029189,-2.11E-05
1.968923077,-6.71E-06,-0.000375143,-3.14E-05
1.969442308,-1.16E-05,-0.00040737,-3.27E-05
1.969961538,-7.22E-06,-0.0003738,-2.43E-05
1.970480769,-2.18E-06,-0.000214343,-1.36E-05
1.971,-7.89E-06,2.20E-05,2.85E-06
1.971519231,-7.39E-06,0.000152575,9.90E-06
1.972038462,-5.20E-06,0.000135286,2.52E-06
1.972557692,-8.39E-07,7.67E-05,-7.39E-06
1.973076923,-1.01E-06,7.44E-05,-4.87E-06
1.973596154,2.52E-06,8.69E-05,-2.52E-06
1.974115385,1.51E-06,1.73E-05,-3.19E-06
1.974634615,8.39E-07,-0.000206958,-4.87E-06
1.975153846,1.17E-06,-0.000199908,-8.90E-06
1.975673077,-2.85E-06,-6.80E-05,-9.06E-06
1.976192308,-4.36E-06,2.37E-05,-1.90E-05
1.976711538,-6.04E-06,5.56E-05,-3.04E-05
1.977230769,-6.88E-06,3.21E-05,-2.77E-05
1.97775,-3.86E-06,2.22E-05,-1.90E-05
1.978269231,-5.87E-06,5.89E-05,-1.26E-05
1.978788462,-4.53E-06,6.23E-05,-1.23E-05
1.979307692,-8.90E-06,6.16E-05,-1.68E-05
1.979826923,-6.21E-06,7.03E-05,-2.33E-05
1.980346154,-7.55E-06,0.000110613,-2.60E-05
1.980865385,-1.02E-05,0.000144015,-1.76E-05
1.981384615,-1.23E-05,0.000114809,-1.80E-05
1.981903846,-1.71E-05,7.27E-05,-2.30E-05
1.982423077,-1.26E-05,4.18E-05,-1.51E-05
1.982942308,-1.29E-05,6.09E-05,-1.17E-05
1.983461538,-9.74E-06,8.76E-05,-8.39E-06
1.983980769,-6.38E-06,6.53E-05,-1.24E-05
1.9845,-6.21E-06,1.86E-05,-2.32E-05
1.985019231,-6.55E-06,-1.36E-05,-4.38E-05
1.985538462,-5.04E-06,-4.28E-05,-5.07E-05
1.986057692,-3.52E-06,-0.000128405,-4.55E-05
1.986576923,-1.85E-06,-6.09E-05,-3.21E-05
1.987096154,1.51E-06,7.42E-05,-8.90E-06
1.987615385,7.55E-06,0.000124712,8.39E-06
1.988134615,3.52E-06,0.000169192,1.16E-05
1.988653846,3.86E-06,0.000160632,4.53E-06
1.989173077,-2.18E-06,0.000104738,-8.56E-06
1.989692308,-5.20E-06,-2.08E-05,-2.70E-05
1.990211538,-5.87E-06,1.17E-06,-3.78E-05
1.990730769,-8.90E-06,-3.58E-05,-3.64E-05
1.99125,-9.57E-06,-0.000220386,-3.04E-05
1.991769231,-1.33E-05,-0.000184131,-3.19E-05
1.992288462,-1.12E-05,-7.05E-06,-3.49E-05
1.992807692,-6.55E-06,3.98E-05,-3.34E-05
1.993326923,-8.56E-06,-0.000119844,-2.53E-05
1.993846154,-9.23E-06,-0.000312032,-2.45E-05
1.994365385,-6.88E-06,-0.000275776,-2.17E-05
1.994884615,-5.54E-06,-0.000151232,-1.90E-05
1.995403846,-1.68E-06,-5.52E-05,-1.23E-05
1.995923077,-3.86E-06,-6.11E-05,-1.26E-05
1.996442308,-4.20E-06,-9.21E-05,-1.51E-05
1.996961538,-2.01E-06,-0.000136461,-2.25E-05
1.997480769,-3.52E-06,-0.000150896,-2.15E-05
1.998,-5.87E-06,-7.55E-05,-1.86E-05
1.998519231,-6.88E-06,9.57E-06,-1.39E-05
1.999038462,-7.55E-06,5.46E-05,-9.06E-06
1.999557692,-3.52E-06,7.03E-05,-7.39E-06
2.000076923,-2.01E-06,6.03E-05,-9.90E-06
2.000596154,1.01E-06,5.76E-05,-2.17E-05
2.001115385,-1.68E-07,5.72E-05,-2.10E-05
2.001634615,-3.52E-06,8.43E-05,-1.71E-05
2.002153846,-3.19E-06,4.88E-05,-2.03E-05
2.002673077,-2.35E-06,-6.06E-05,-2.23E-05
2.003192308,-2.85E-06,-4.41E-05,-1.80E-05
2.003711538,8.39E-07,-9.30E-05,-1.68E-05
2.004230769,-1.51E-06,-0.000107088,-1.46E-05
2.00475,-5.04E-06,-6.88E-06,-1.49E-05
2.005269231,-8.06E-06,0.000139651,-1.04E-05
2.005788462,-1.12E-05,0.000216693,-9.74E-06
2.006307692,-7.55E-06,0.000125887,-1.17E-05
2.006826923,-3.69E-06,2.64E-05,-9.57E-06
2.007346154,-4.53E-06,0.000176074,-7.22E-06
2.007865385,-3.36E-06,0.000306996,1.68E-07
2.008384615,-2.85E-06,0.000404685,-1.68E-07
2.008903846,-3.52E-06,0.00041677,-3.19E-06
2.009423077,-7.05E-06,0.000340734,-8.56E-06
2.009942308,-6.55E-06,0.000160632,-9.23E-06
2.010461538,-7.89E-06,-0.000800977,-5.20E-06
2.010980769,-8.22E-06,-0.001010956,-3.19E-06
2.0115,-1.29E-05,-0.000499687,1.17E-06
2.012019231,-1.17E-05,-0.000148211,1.19E-05
2.012538462,-6.38E-06,-9.03E-05,2.11E-05
2.013057692,-5.87E-06,-1.23E-05,1.64E-05
2.013576923,-6.88E-06,2.52E-05,4.36E-06
2.014096154,-7.72E-06,2.13E-05,-1.02E-05
2.014615385,-7.39E-06,6.55E-06,-1.98E-05
2.015134615,-4.87E-06,-2.30E-05,-2.10E-05
2.015653846,-3.69E-06,-9.32E-05,-2.38E-05
2.016173077,-8.56E-06,-0.000190509,-2.47E-05
2.016692308,-6.55E-06,-0.000216022,-1.56E-05
2.017211538,-3.02E-06,-0.00017641,-9.74E-06
2.017730769,-1.85E-06,-9.37E-05,-6.21E-06
2.01825,-2.85E-06,-4.53E-05,-3.02E-06
2.018769231,-3.69E-06,-3.12E-05,-2.18E-06
2.019288462,-2.01E-06,-2.01E-06,-2.85E-06
2.019807692,5.04E-07,-2.37E-05,-5.54E-06
2.020326923,-8.39E-07,-8.64E-05,-1.06E-05
2.020846154,-2.52E-06,-7.62E-05,-2.85E-06
2.021365385,-3.69E-06,-2.92E-05,1.68E-07
2.021884615,-1.68E-07,-1.53E-05,4.53E-06
2.022403846,-1.51E-06,-1.91E-05,-3.02E-06
2.022923077,-2.85E-06,-9.23E-06,-8.90E-06
2.023442308,-5.20E-06,3.07E-05,-1.83E-05
2.023961538,-5.54E-06,4.68E-05,-2.27E-05
2.024480769,-1.09E-05,6.36E-05,-2.67E-05
2.025,-6.38E-06,0.000114977,-2.53E-05
2.025519231,-8.22E-06,0.000190509,-1.76E-05
2.026038462,-5.54E-06,0.000257649,-1.23E-05
2.026557692,-4.20E-06,0.000247242,-1.16E-05
2.027076923,-3.52E-06,0.00022475,-6.21E-06
2.027596154,-7.89E-06,0.000139986,-5.54E-06
2.028115385,-1.04E-05,7.47E-05,-8.90E-06
2.028634615,-8.22E-06,4.70E-06,-9.23E-06
2.029153846,-4.36E-06,0.000129747,1.85E-06
2.029673077,-3.69E-06,0.000340902,6.38E-06
2.030192308,-2.01E-06,7.55E-05,2.18E-06
2.030711538,-8.39E-07,-0.000291554,-8.22E-06
2.031230769,-2.01E-06,3.64E-05,-1.58E-05
2.03175,-2.18E-06,0.000168353,-2.33E-05
2.032269231,-3.19E-06,0.000156268,-2.10E-05
2.032788462,-8.39E-07,-1.68E-05,-2.32E-05
2.033307692,-1.17E-06,-0.000212329,-3.11E-05
2.033826923,-6.38E-06,-0.000251606,-3.11E-05
2.034346154,-4.36E-06,-0.000190173,-3.07E-05
2.034865385,-3.69E-06,-0.000111116,-2.50E-05
2.035384615,-4.20E-06,-3.61E-05,-1.76E-05
2.035903846,-1.68E-06,-2.74E-05,-1.95E-05
2.036423077,-2.18E-06,-0.000150729,-1.90E-05
2.036942308,-4.87E-06,-0.000245228,-2.11E-05
2.037461538,-8.90E-06,-0.000347784,-2.99E-05
2.037980769,-7.55E-06,-0.000338888,-3.14E-05
2.0385,-8.39E-06,-0.00020293,-2.82E-05
2.039019231,-2.85E-06,-3.19E-06,-2.05E-05
2.039538462,-3.86E-06,0.000183459,-2.03E-05
2.040057692,-2.85E-06,0.000219379,-2.35E-05
2.040576923,-3.52E-06,0.000111788,-3.24E-05
2.041096154,-5.37E-06,-0.000139483,-4.65E-05
2.041615385,-3.19E-06,-0.000267384,-4.45E-05
2.042134615,-2.35E-06,-0.00034493,-3.14E-05
2.042653846,1.51E-06,-0.000433051,-2.43E-05
2.043173077,2.35E-06,-0.000274434,-2.03E-05
2.043692308,-5.04E-07,1.70E-05,-1.49E-05
2.044211538,-2.35E-06,0.000183627,-7.55E-06
2.044730769,1.17E-06,0.000174395,-3.86E-06
2.04525,5.20E-06,0.000163317,-7.55E-06
2.045769231,6.04E-06,0.00013344,-1.09E-05
2.046288462,7.05E-06,0.000104234,-1.17E-05
2.046807692,1.85E-06,8.11E-05,-1.11E-05
2.047326923,-1.34E-06,4.55E-05,-1.36E-05
2.047846154,-2.18E-06,2.60E-05,-1.07E-05
2.048365385,-3.19E-06,4.21E-05,-7.55E-06
2.048884615,-2.01E-06,5.52E-05,-7.89E-06
2.049403846,-5.87E-06,6.50E-05,-1.07E-05
2.049923077,-5.20E-06,5.49E-05,-1.33E-05
2.050442308,-8.56E-06,8.56E-06,-1.73E-05
2.050961538,-8.22E-06,-7.10E-05,-1.49E-05
2.051480769,-7.22E-06,-0.000110277,-1.12E-05
2.052,-9.23E-06,-0.000119341,-1.51E-06
2.052519231,-6.88E-06,-0.000113298,1.68E-05
2.053038462,-7.72E-06,-2.77E-05,2.40E-05
2.053557692,-6.88E-06,9.25E-05,2.52E-05
2.054076923,-7.05E-06,0.000153414,2.47E-05
2.054596154,-4.53E-06,0.000180941,1.78E-05
2.055115385,-5.54E-06,0.000126055,-3.86E-06
2.055634615,-7.55E-06,0.000146868,-3.46E-05
2.056153846,-8.39E-06,0.000121859,-5.64E-05
2.056673077,-7.55E-06,-0.000299107,-6.09E-05
2.057192308,-8.22E-06,-0.000478202,-6.16E-05
2.057711538,-4.20E-06,-0.000175067,-6.16E-05
2.058230769,-5.04E-07,9.23E-05,-5.66E-05
2.05875,1.51E-06,0.00018732,-4.75E-05
2.059269231,1.85E-06,0.000171542,-3.81E-05
2.059788462,1.68E-06,0.000162142,-3.54E-05
2.060307692,-1.51E-06,0.000141161,-3.24E-05
2.060826923,5.04E-07,9.45E-05,-2.84E-05
2.061346154,-2.18E-06,4.72E-05,-2.11E-05
2.061865385,-5.04E-07,-2.97E-05,-1.09E-05
2.062384615,-1.85E-06,-9.45E-05,-1.01E-06
2.062903846,-8.39E-07,-9.42E-05,8.56E-06
2.063423077,1.51E-06,-0.000127062,9.06E-06
2.063942308,-2.18E-06,-0.000193194,-8.39E-07
2.064461538,-5.54E-06,-0.0002177,-1.28E-05
2.064980769,-5.54E-06,-0.000199573,-1.90E-05
2.0655,-4.53E-06,-0.000178088,-2.60E-05
2.066019231,-1.51E-06,-7.57E-05,-2.57E-05
2.066538462,-4.53E-06,-1.29E-05,-2.30E-05
2.067057692,-3.86E-06,2.28E-05,-2.84E-05
2.067576923,-4.20E-06,-3.39E-05,-2.67E-05
2.068096154,-3.36E-07,-0.000125719,-2.03E-05
2.068615385,-6.04E-06,-0.000118502,-2.40E-05
2.069134615,-7.89E-06,-0.000113634,-2.23E-05
2.069653846,-5.20E-06,-9.06E-05,-2.06E-05
2.070173077,-8.39E-06,1.70E-05,-1.86E-05
2.070692308,-1.09E-05,7.96E-05,-1.16E-05
2.071211538,-1.16E-05,-1.59E-05,-1.58E-05
2.071730769,-9.74E-06,-2.65E-05,-1.46E-05
2.07225,-7.22E-06,2.70E-05,-8.56E-06
2.072769231,-1.43E-05,0.000100877,-1.21E-05
2.073288462,-1.36E-05,0.000104906,-1.85E-05
2.073807692,-1.09E-05,5.19E-05,-1.75E-05
2.074326923,-9.40E-06,3.54E-05,-1.73E-05
2.074846154,-8.39E-06,7.27E-05,-1.86E-05
2.075365385,-1.06E-05,9.58E-05,-1.75E-05
2.075884615,-1.16E-05,0.000109941,-1.90E-05
2.076403846,-1.21E-05,0.00010692,-1.75E-05
2.076923077,-6.88E-06,4.10E-05,-1.70E-05
2.077442308,-4.20E-06,-5.86E-05,-1.70E-05
2.077961538,-3.69E-06,-0.000119341,-7.55E-06
2.078480769,3.36E-07,-0.000113802,1.51E-06
2.079,1.17E-06,-2.32E-05,8.39E-06
2.079519231,3.86E-06,6.97E-05,9.57E-06
2.080038462,4.20E-06,0.00012874,5.20E-06
2.080557692,-5.04E-07,0.000137469,-1.01E-06
2.081076923,-3.86E-06,0.000126726,-9.06E-06
2.081596154,-9.90E-06,7.32E-05,-1.96E-05
2.082115385,-5.37E-06,3.34E-05,-1.90E-05
2.082634615,-9.90E-06,4.21E-05,-1.06E-05
2.083153846,-1.06E-05,9.11E-05,-1.09E-05
2.083673077,-7.89E-06,8.36E-05,-2.18E-06
2.084192308,-5.20E-06,0.000109606,1.86E-05
2.084711538,-4.20E-06,-5.82E-05,2.45E-05
2.085230769,-4.53E-06,-0.000232807,2.35E-05
2.08575,-2.85E-06,-0.000184466,2.22E-05
2.086269231,-2.35E-06,-4.62E-05,2.32E-05
2.086788462,-7.22E-06,5.46E-05,2.06E-05
2.087307692,-5.54E-06,-5.87E-06,1.43E-05
2.087826923,-7.22E-06,-6.08E-05,-5.20E-06
2.088346154,-8.56E-06,-6.53E-05,-2.06E-05
2.088865385,-9.40E-06,-3.56E-05,-3.24E-05
2.089384615,-8.39E-06,-2.05E-05,-3.46E-05
2.089903846,-6.55E-06,-4.85E-05,-4.15E-05
2.090423077,-1.12E-05,-0.000100206,-5.10E-05
2.090942308,-8.22E-06,-8.51E-05,-5.05E-05
2.091461538,-6.04E-06,-0.000102556,-4.38E-05
2.091980769,-7.55E-06,-0.000109941,-3.21E-05
2.0925,-9.23E-06,-9.32E-05,-1.68E-05
2.093019231,-8.90E-06,-1.63E-05,-2.18E-06
2.093538462,-5.54E-06,-1.24E-05,4.36E-06
2.094057692,-5.71E-06,-0.000123369,-5.20E-06
2.094576923,-7.89E-06,-0.00028719,-1.63E-05
2.095096154,-8.90E-06,-0.000163989,-2.32E-05
2.095615385,-8.06E-06,5.04E-06,-2.97E-05
2.096134615,-3.69E-06,0.000179095,-3.11E-05
2.096653846,-6.55E-06,0.000288197,-3.04E-05
2.097173077,-4.36E-06,-0.000162982,-2.84E-05
2.097692308,-3.69E-06,-0.000291051,-2.43E-05
2.098211538,-5.04E-07,7.37E-05,-2.33E-05
